0	0,	0.002712175060866246	0.031542258125622225	0.002615791605314576	0.00105773108321464	9.358543323236834E-6	0.001615128814699253	0.9556542264463497	8.57128006585424E-5	0.003293951718026094	0.001413665801925368
1	1,	0.001999198841355948	0.001343777911643593	0.9658209986321316	7.796748766480766E-4	6.8983706983202014E-6	0.0011905439665668366	0.0253256471179195	6.318063101398821E-5	0.0024280381282087756	0.0010420415238133849
2	2,	8.804770310447727E-4	0.03918389319904697	0.44465803058491415	3.433804613980728E-4	3.038145494013822E-6	5.243333456016145E-4	0.4935547099612009	2.782569360484495E-5	0.020365380926009133	4.589306516855992E-4
3	3,	0.003702492740477055	0.002488660887427949	0.9772717599621114	0.001443948701352752	1.2775701397629361E-5	0.002204873423417341	0.006331932096315915	1.1700978553458529E-4	0.004496698055905835	0.0019298486460596045
4	4,	0.001583047519770341	0.0010640583848611832	0.0015267902403419133	6.173784989130202E-4	5.462412441688614E-6	0.2784881148073519	0.5231049100211136	5.002901119949749E-5	0.19273507794864275	8.251311553640412E-4
5	5,	0.9439432226890982	4.01846001779352E-4	5.765985798957596E-4	2.33155515620603E-4	2.062902403657787E-6	3.560226200788324E-4	0.01412444112505461	1.889366073283211E-5	0.04003214274915432	3.1161415618173485E-4
6	6,	0.0034246136411061555	0.002301882169814864	0.0033029120218331827	0.2264912650238877	1.1816860787519922E-5	0.5274026641163501	0.23101239599840362	1.0822797930267265E-4	0.004159212341954917	0.001785009846559326
7	7,	5.195605156486757E-4	3.492268654064007E-4	0.9911174120314105	2.0262530798329344E-4	1.7927786686411069E-6	3.094037593340891E-4	8.885424322507687E-4	1.6419657989783664E-5	0.006324206354582932	2.708102967249668E-4
8	8,	0.00857042948923131	0.005760684531568019	0.008265859322779661	0.0033424131790239144	2.9572846100907802E-5	0.944227209865978	0.014656984190354942	2.708510689328266E-4	0.010408834351296765	0.004467161154733626
9	9,	0.0011177203277591692	7.512848931120357E-4	0.6502041541127275	4.359038434023977E-4	3.85676952108532E-6	0.24561888010650312	0.08764514693194546	3.532328758108398E-5	0.013605140857626048	5.825888698221737E-4
