0	0,	9.951434195772694E-4	0.020050943596122417	3.023365362338465E-4	0.0016336346117927828	3.103864217504113E-4	0.0010416355054767988	2.7698100905511976E-4	3.1226971562105525E-4	4.282902319508569E-4	0.038817853490743806	1.724129853685631E-4	3.17697337735752E-4	0.4184140410924064	8.175017866999904E-4	5.062106260753328E-4	7.298498005467963E-4	4.621627843165259E-4	2.528300007348637E-4	0.51329888013168	8.589389161114332E-4
1	1,	6.497238260487127E-4	0.9800274541950637	1.973939104773606E-4	0.001066591316848069	2.02649637756649E-4	6.80078260733574E-4	1.8083942214336494E-4	2.0387923027079E-4	2.796284060046429E-4	5.507308484787505E-4	1.1256751771692294E-4	2.0742289577400501E-4	4.546705943602284E-4	0.012930361785152276	3.3050221534891214E-4	4.7651503845907143E-4	3.017436146148818E-4	1.6507135774171652E-4	4.2137929413994823E-4	5.607966328663667E-4
2	2,	0.13285039496104506	0.013956202684630426	2.104374768409733E-4	0.014352844276751259	2.1604049663496321E-4	7.250170630749261E-4	1.9278908664000543E-4	2.1735133923184288E-4	0.33069245123325514	5.871225201025071E-4	1.2000585198051325E-4	2.2112916614383616E-4	4.847147130302471E-4	5.690116565107173E-4	3.523414279608887E-4	5.080026132903791E-4	0.4628737659092093	1.7597908637543582E-4	0.04009654499715286	5.978534401386556E-4
3	3,	0.002807678699656917	0.003001322226811049	8.530065478123892E-4	0.9152995871984985	8.757183415648281E-4	0.0029388505857536763	7.814689461182291E-4	8.81031831039589E-4	0.0012083699071540426	0.002379896212089716	4.864427147287057E-4	8.963452207494808E-4	0.0019647870248333077	0.002306483978383796	0.05499824135342654	0.002059184333263812	0.0013039372815738036	7.133297510011833E-4	0.0018209239390652996	0.002423393906475223
4	4,	8.232089631601473E-4	8.799850776175123E-4	2.5010078107557635E-4	0.0013513857686239222	2.567598593343305E-4	8.616684465628133E-4	2.2912601821371145E-4	2.583177698466034E-4	3.5429301027348843E-4	6.977835082848101E-4	1.4262458267662794E-4	2.628076424474418E-4	0.613136824427394	6.762591049406149E-4	4.1875082167467135E-4	0.0320171228874366	3.8231328168760804E-4	2.0914766521707958E-4	0.34608098338892473	7.105369946076311E-4
5	5,	0.0014293820424826635	0.001527965466715266	4.3426345105376443E-4	0.002346483865679051	4.4582596714446706E-4	0.001496161314088136	3.9784384106192144E-4	4.485310510413788E-4	6.151780280890006E-4	0.0012115990725538614	2.4764674149313894E-4	4.563270585630132E-4	0.001000268047388344	0.001174225092201122	7.270995962907079E-4	0.0010483254755925568	6.638311338947025E-4	3.631543511635834E-4	0.9827321447660277	0.0012337436374756383
6	6,	4.867907256915297E-4	0.4370508938121089	1.4789287552025056E-4	7.991191646800229E-4	1.5183060905217394E-4	5.095330920567304E-4	1.3548980352800762E-4	1.5275185313814763E-4	2.095051916300823E-4	4.1262249996598226E-4	8.433863965242161E-5	0.4645495871714307	0.09321948761183473	3.9989440735171424E-4	2.4762123043998215E-4	3.570180006866906E-4	2.260745061858804E-4	1.23675941691496E-4	3.1570880451349016E-4	4.2016405884108315E-4
7	7,	1.4255114078123062E-4	0.6393174457226601	4.3308750570132514E-5	0.03015237762840833	4.4461871156542134E-5	1.4921098473125364E-4	3.967665166526069E-5	4.473164703447603E-5	6.135121827564067E-5	1.2083181740694685E-4	2.469761369695509E-5	4.55091366997427E-5	9.975594138188699E-5	0.11979056313197402	0.07078864769035673	1.0454867069421549E-4	6.620335404412039E-5	3.621709626918327E-5	0.13064531565992385	0.008282594272269381
8	8,	0.027217192048003144	0.0014489337674304776	4.118018318472545E-4	0.6746304238314664	4.227662943074517E-4	0.0014187746364227418	3.7726597101574573E-4	4.253314618373133E-4	5.833588764251502E-4	0.28562809983746557	2.3483758891155724E-4	4.3272423267886993E-4	9.485306977901743E-4	0.0011134900779609176	6.894914710444803E-4	9.94102428315368E-4	6.294954740301967E-4	3.4437074243659954E-4	8.79078613973938E-4	0.0011699301166366457
9	9,	0.0015567508736236562	0.001664118832110358	4.7295963340673576E-4	0.9530368479694155	4.85552457781544E-4	0.00162948068715287	4.3329475866592823E-4	4.884985852650182E-4	6.699950777318131E-4	0.031022101610189527	2.697139531009406E-4	4.969892764583966E-4	0.0010893995519385572	0.0012788574949073393	7.918897104450617E-4	0.0011417392631686441	7.229835459764387E-4	3.9551417090158197E-4	0.0010096329516936973	0.0013436795960665095
