0	0,	7.056385335918351E-4	0.001337668383178698	0.5554800400656313	0.4409572991969632	0.0015193538206349393
1	1,	4.596994686612847E-4	8.714453870059492E-4	0.9967062249067474	9.728229767784958E-4	9.898072608069601E-4
2	2,	0.5712628230524875	0.027476845700270907	9.539918722636172E-4	0.0010373881759937875	0.39926895119898426
3	3,	0.002014052647972193	0.9309315753997673	0.003919530223925113	0.0587982608303504	0.004336580897984956
4	4,	5.830863522104548E-4	0.0011053480512815761	0.8379352596254007	0.1433321377422571	0.017044168228850118
5	5,	0.0010163515229417196	0.0019266823362300415	0.24966287923694902	0.7452057177942313	0.002188369109647938
6	6,	0.35437095005510305	6.5223729206907E-4	0.6435078730605333	7.281138135535809E-4	7.408257787411158E-4
7	7,	1.0053626423854871E-4	1.9058508801986137E-4	0.8332193682909205	0.11727164449726524	0.04921786585955596
8	8,	9.63328840386419E-4	0.73220098325925	0.0018747258217280875	0.0020386110796482156	0.2629223509989873
9	9,	0.0011078145240074344	0.9920065997243541	0.002155908145560205	0.0023443738712637927	0.002385303734814416
10	10,	6.330624859538153E-4	0.001200087058350417	0.0012319973610557793	0.035623560930107566	0.9613112921645325
11	11,	0.001075551039172536	0.002038905971124735	0.9922936103566419	0.0022760973960924457	0.002315835236968386
12	12,	0.0015825281446044204	0.002999974864967145	0.0030797441661886468	0.003348970023726892	0.988988782800513
13	13,	0.08468028735397272	0.09260652728736211	5.514219033880401E-4	0.7448271785518276	0.07733458490344952
14	14,	8.14589860647393E-4	0.001544205779550369	0.0015852661955609833	0.0017238473983803328	0.994332090765861
15	15,	0.003257680976906909	0.976494307075361	0.006339744426119295	0.00689395381416972	0.007014313707443123
16	16,	7.336753976684256E-4	0.0013908174458408956	0.0014277992676144647	0.0015526149865420856	0.9948950929023342
17	17,	0.8804697628331912	0.0015790350162317157	0.11439497026815233	0.0017627284140039076	0.001793503468420929
18	18,	0.8941861265272995	0.010992886201824831	7.383705446674042E-4	0.09326568117099965	8.16935555208667E-4
19	19,	9.891301163127532E-4	0.9660795069447906	0.001924937458901981	0.028876668458825246	0.002129757021169362
20	20,	2.4242806004125142E-4	4.5956723687103556E-4	0.15801776620622557	0.7751140937475763	0.06616614474928584
21	21,	7.336753976684256E-4	0.0013908174458408956	0.0014277992676144647	0.16048307437558643	0.8359646335132899
